"Expected","0.107679","0.110592","0.111672","0.110976","0.108562","0.104487","0.098809","0.091585","0.082873","0.072731"
"white/white","0.102000","0.098000","0.108000","0.124000","0.105000","0.107000","0.083000","0.092000","0.101000","0.080000"
"white/LDS","0.102000","0.124000","0.115000","0.101000","0.097000","0.110000","0.105000","0.089000","0.099000","0.058000"
"LDS/white","0.098000","0.118000","0.119000","0.104000","0.112000","0.106000","0.097000","0.090000","0.080000","0.076000"
"LDS/LDS","0.111000","0.110000","0.108000","0.117000","0.106000","0.105000","0.111000","0.083000","0.090000","0.059000"
"R2 LDS","0.110000","0.114000","0.119000","0.106000","0.104000","0.113000","0.103000","0.092000","0.081000","0.058000"
"Sobol LDS","0.111000","0.107000","0.109000","0.116000","0.108000","0.108000","0.094000","0.098000","0.084000","0.065000"

"Error:"
"white/white","-0.005679","-0.012592","-0.003672","0.013024","-0.003562","0.002513","-0.015809","0.000415","0.018127","0.007269"
"white/LDS","-0.005679","0.013408","0.003328","-0.009976","-0.011562","0.005513","0.006191","-0.002585","0.016127","-0.014731"
"LDS/white","-0.009679","0.007408","0.007328","-0.006976","0.003438","0.001513","-0.001809","-0.001585","-0.002873","0.003269"
"LDS/LDS","0.003321","-0.000592","-0.003672","0.006024","-0.002562","0.000513","0.012191","-0.008585","0.007127","-0.013731"
"R2 LDS","0.002321","0.003408","0.007328","-0.004976","-0.004562","0.008513","0.004191","0.000415","-0.001873","-0.014731"
"Sobol LDS","0.003321","-0.003592","-0.002672","0.005024","-0.000562","0.003513","-0.004809","0.006415","0.001127","-0.007731"

"Avg Error:"
"white/white","-0.000210","-0.000423","0.000395","-0.000589","0.000088","0.000216","0.000742","0.000040","-0.000183","-0.000042"
"white/LDS","0.000247","-0.000067","-0.000241","0.000242","-0.000701","0.000054","0.000166","0.000321","0.000128","-0.000115"
"LDS/white","0.000409","0.000194","-0.000221","0.000015","-0.000290","0.000441","-0.000155","-0.000225","-0.000276","0.000142"
"LDS/LDS","0.000061","-0.000130","-0.000054","-0.000023","-0.000189","0.000129","0.000012","0.000082","-0.000000","0.000146"
"R2 LDS","0.000146","-0.000132","-0.000204","0.000005","-0.000040","0.000465","0.000051","0.000012","-0.000059","-0.000210"
"Sobol LDS","0.000028","-0.000118","0.000034","0.000190","0.000048","-0.000009","0.000227","-0.000218","-0.000288","0.000140"

"Std Dev:"
"white/white","0.009758","0.009508","0.010210","0.009541","0.009959","0.009523","0.009499","0.008913","0.009119","0.008456"
"white/LDS","0.009589","0.010535","0.009962","0.009909","0.009664","0.009749","0.009318","0.008530","0.008703","0.007772"
"LDS/white","0.006216","0.006458","0.006449","0.006448","0.006188","0.006391","0.006362","0.006200","0.006376","0.006520"
"LDS/LDS","0.002329","0.003264","0.003246","0.004138","0.004543","0.004745","0.004966","0.006030","0.005935","0.005060"
"R2 LDS","0.002531","0.003285","0.004395","0.004646","0.005011","0.005144","0.006441","0.005933","0.005756","0.006865"
"Sobol LDS","0.003171","0.003697","0.004243","0.004643","0.005021","0.005839","0.005772","0.005935","0.006278","0.006332"
