"Expected","0.077500","0.082500","0.087500","0.092500","0.097500","0.102500","0.107500","0.112500","0.117500","0.122500"
"white/white","0.070000","0.070000","0.170000","0.040000","0.140000","0.110000","0.110000","0.060000","0.110000","0.120000"
"white/LDS","0.070000","0.090000","0.080000","0.120000","0.070000","0.130000","0.090000","0.100000","0.120000","0.130000"
"LDS/white","0.070000","0.090000","0.090000","0.100000","0.120000","0.090000","0.120000","0.090000","0.110000","0.120000"
"LDS/LDS","0.050000","0.100000","0.090000","0.080000","0.100000","0.100000","0.110000","0.110000","0.130000","0.130000"
"R2 LDS","0.090000","0.050000","0.100000","0.090000","0.090000","0.130000","0.080000","0.140000","0.120000","0.110000"
"Sobol LDS","0.080000","0.090000","0.090000","0.080000","0.090000","0.100000","0.100000","0.120000","0.120000","0.130000"

"Error:"
"white/white","-0.007500","-0.012500","0.082500","-0.052500","0.042500","0.007500","0.002500","-0.052500","-0.007500","-0.002500"
"white/LDS","-0.007500","0.007500","-0.007500","0.027500","-0.027500","0.027500","-0.017500","-0.012500","0.002500","0.007500"
"LDS/white","-0.007500","0.007500","0.002500","0.007500","0.022500","-0.012500","0.012500","-0.022500","-0.007500","-0.002500"
"LDS/LDS","-0.027500","0.017500","0.002500","-0.012500","0.002500","-0.002500","0.002500","-0.002500","0.012500","0.007500"
"R2 LDS","0.012500","-0.032500","0.012500","-0.002500","-0.007500","0.027500","-0.027500","0.027500","0.002500","-0.012500"
"Sobol LDS","0.002500","0.007500","0.002500","-0.012500","-0.007500","-0.002500","-0.007500","0.007500","0.002500","0.007500"

"Avg Error:"
"white/white","-0.000750","-0.000810","-0.000600","-0.000060","0.000240","0.000990","0.000090","0.000770","-0.000880","0.001010"
"white/LDS","-0.001900","0.001190","0.001180","-0.000070","0.001110","-0.001410","-0.001180","0.000380","0.001930","-0.001230"
"LDS/white","-0.000530","0.000100","-0.000350","0.000030","0.000470","0.000340","0.000370","-0.000190","-0.000300","0.000060"
"LDS/LDS","0.000090","-0.000060","-0.000250","0.000060","0.000500","0.000060","-0.000480","0.000020","-0.000020","0.000080"
"R2 LDS","-0.001480","0.000780","0.000070","-0.000600","0.001200","-0.001280","0.000740","-0.000440","0.000030","0.000980"
"Sobol LDS","0.000530","-0.000010","-0.000180","-0.000450","0.000320","-0.000260","-0.000050","0.000080","-0.000090","0.000110"

"Std Dev:"
"white/white","0.026324","0.027100","0.028442","0.028821","0.030982","0.030491","0.030508","0.031464","0.031679","0.032357"
"white/LDS","0.026923","0.028108","0.027808","0.029431","0.028931","0.031424","0.031750","0.031229","0.032180","0.031589"
"LDS/white","0.016520","0.016298","0.015309","0.015417","0.014204","0.013686","0.012303","0.012130","0.010380","0.008673"
"LDS/LDS","0.011777","0.011226","0.012071","0.010670","0.010019","0.010131","0.008928","0.008286","0.007645","0.006895"
"R2 LDS","0.016756","0.016794","0.016303","0.016358","0.017062","0.017020","0.016897","0.017560","0.018127","0.018157"
"Sobol LDS","0.010257","0.009481","0.009509","0.009984","0.009341","0.009704","0.009485","0.009084","0.009165","0.008260"
